base, f2Alternative, f3, f5, f6, f7, f8, ;27765
base, f2Alternative, f3, f6, f7, f8, f9, ;23112,5
base, f2Alternative, f3, f5, f6, f7, f8, f9, ;27920
base, f2Alternative, f4, ;6335,5
base, f2Alternative, f4, f9, ;6368,5
base, f2Alternative, f4, f8, ;6543
base, f2Alternative, f4, f8, f9, ;6588
base, f2Alternative, f4, f7, ;9220
base, f2Alternative, f4, f7, f8, ;9455,5
base, f2Alternative, f4, f7, f9, ;9274
base, f2Alternative, f4, f7, f8, f9, ;9488,5
base, f2Alternative, f4, f6, ;7967,5
base, f2Alternative, f4, f6, f9, ;8072
base, f2Alternative, f4, f6, f7, ;16969,5
base, f2Alternative, f4, f6, f7, f9, ;17069
base, f2Alternative, f4, f6, f8, ;8389
base, f2Alternative, f4, f6, f7, f8, ;17389,5
base, f2Alternative, f4, f6, f8, f9, ;8490,5
base, f2Alternative, f4, f6, f7, f8, f9, ;17490
base, f2Alternative, f3, f4, ;8929,5
base, f2Alternative, f3, f4, f9, ;8979
base, f2Alternative, f3, f4, f8, ;9151,5
base, f2Alternative, f3, f4, f8, f9, ;9203,5
base, f2Alternative, f3, f4, f6, ;11828,5
base, f2Alternative, f3, f4, f6, f8, ;12449,5
base, f2Alternative, f3, f4, f6, f9, ;11979,5
base, f2Alternative, f3, f4, f6, f8, f9, ;12598,5
base, f2Alternative, f3, f4, f7, ;11833,5
base, f2Alternative, f3, f4, f7, f9, ;11880
base, f2Alternative, f3, f4, f6, f7, ;25332,5
base, f2Alternative, f3, f4, f6, f7, f9, ;25482,5
base, f2Alternative, f3, f4, f7, f8, ;12050,5
base, f2Alternative, f3, f4, f6, f7, f8, ;25954
base, f2Alternative, f3, f4, f7, f8, f9, ;12100,5
base, f2Alternative, f3, f4, f6, f7, f8, f9, ;26108
base, f2Alternative, f4, f5, ;6917
base, f2Alternative, f4, f5, f9, ;7003,5
base, f2Alternative, f4, f5, f8, ;7139,5
base, f2Alternative, f4, f5, f8, f9, ;7188
base, f2Alternative, f4, f5, f7, ;11017,5
base, f2Alternative, f4, f5, f7, f8, ;11245
base, f2Alternative, f4, f5, f7, f9, ;11070,5
base, f2Alternative, f4, f5, f7, f8, f9, ;11289
base, f2Alternative, f3, f4, f5, ;9529
base, f2Alternative, f3, f4, f5, f9, ;9580
base, f2Alternative, f3, f4, f5, f7, ;13630,5
base, f2Alternative, f3, f4, f5, f7, f9, ;13679,5
base, f2Alternative, f3, f4, f5, f8, ;9750
base, f2Alternative, f3, f4, f5, f7, f8, ;13849
base, f2Alternative, f3, f4, f5, f8, f9, ;9799,5
base, f2Alternative, f3, f4, f5, f7, f8, f9, ;13900,5
base, f2Alternative, f4, f5, f6, ;8869
base, f2Alternative, f4, f5, f6, f9, ;8970
base, f2Alternative, f4, f5, f6, f8, ;9288,5
base, f2Alternative, f4, f5, f6, f8, f9, ;9389
base, f2Alternative, f3, f4, f5, f6, ;13029
base, f2Alternative, f3, f4, f5, f6, f8, ;13649,5
base, f2Alternative, f3, f4, f5, f6, f9, ;13178
base, f2Alternative, f3, f4, f5, f6, f8, f9, ;13801
base, f2Alternative, f4, f5, f6, f7, ;20273,5
base, f2Alternative, f4, f5, f6, f7, f9, ;20371,5
base, f2Alternative, f3, f4, f5, f6, f7, ;30141
base, f2Alternative, f3, f4, f5, f6, f7, f9, ;30283,5
base, f2Alternative, f4, f5, f6, f7, f8, ;20691
base, f2Alternative, f3, f4, f5, f6, f7, f8, ;30753,5
base, f2Alternative, f4, f5, f6, f7, f8, f9, ;20799,5
base, f2Alternative, f3, f4, f5, f6, f7, f8, f9, ;30903,5
base, f1, ;3507,5
base, f1, f9, ;3557
base, f1, f8, ;3727
base, f1, f8, f9, ;3775,5
base, f1, f7, ;5620
base, f1, f7, f8, ;5828
base, f1, f7, f9, ;5657,5
base, f1, f7, f8, f9, ;5877
base, f1, f6, ;3906,5
base, f1, f6, f9, ;3957,5
base, f1, f6, f7, ;7606,5
base, f1, f6, f7, f9, ;7658,5
base, f1, f6, f8, ;4127
base, f1, f6, f7, f8, ;7828,5
base, f1, f6, f8, f9, ;4183
base, f1, f6, f7, f8, f9, ;7876,5
base, f1, f5, ;4107,5
base, f1, f5, f9, ;4158,5
base, f1, f5, f8, ;4330
base, f1, f5, f8, f9, ;4379
base, f1, f5, f6, ;4508
base, f1, f5, f6, f8, ;4728,5
base, f1, f5, f6, f9, ;4558,5
base, f1, f5, f6, f8, f9, ;4778
base, f1, f5, f7, ;7407,5
base, f1, f5, f7, f9, ;7461,5
base, f1, f5, f6, f7, ;9409
base, f1, f5, f6, f7, f9, ;9456,5
base, f1, f5, f7, f8, ;7627,5
base, f1, f5, f6, f7, f8, ;9628
base, f1, f5, f7, f8, f9, ;7678
base, f1, f5, f6, f7, f8, f9, ;9678,5
base, f1, f4, ;3707,5
base, f1, f4, f9, ;3758
base, f1, f4, f8, ;3926,5
base, f1, f4, f8, f9, ;3977,5
base, f1, f4, f7, ;6608
base, f1, f4, f7, f8, ;6830
base, f1, f4, f7, f9, ;6660
base, f1, f4, f7, f8, f9, ;6878
base, f1, f4, f5, ;4308
base, f1, f4, f5, f9, ;4357,5
base, f1, f4, f5, f7, ;8412
base, f1, f4, f5, f7, f9, ;8457,5
base, f1, f4, f5, f8, ;4528,5
base, f1, f4, f5, f7, f8, ;8628
base, f1, f4, f5, f8, f9, ;4577
base, f1, f4, f5, f7, f8, f9, ;8678
base, f1, f4, f6, ;4106,5
base, f1, f4, f6, f9, ;4156
base, f1, f4, f6, f8, ;4328,5
base, f1, f4, f6, f8, f9, ;4377
base, f1, f4, f5, f6, ;4707,5
base, f1, f4, f5, f6, f8, ;4929
base, f1, f4, f5, f6, f9, ;4759
base, f1, f4, f5, f6, f8, f9, ;4977
base, f1, f4, f6, f7, ;8609
base, f1, f4, f6, f7, f9, ;8657
base, f1, f4, f5, f6, f7, ;10408
base, f1, f4, f5, f6, f7, f9, ;10457,5
base, f1, f4, f6, f7, f8, ;8828
base, f1, f4, f5, f6, f7, f8, ;10629,5
base, f1, f4, f6, f7, f8, f9, ;8878,5
base, f1, f4, f5, f6, f7, f8, f9, ;10679,5
base, f1, f2Alternative, ;6674,5
base, f1, f2Alternative, f9, ;6723,5
base, f1, f2Alternative, f8, ;6893,5
base, f1, f2Alternative, f8, f9, ;6945
base, f1, f2Alternative, f7, ;8774,5
base, f1, f2Alternative, f7, f8, ;8996,5
base, f1, f2Alternative, f7, f9, ;8824,5
base, f1, f2Alternative, f7, f8, f9, ;9044
base, f1, f2Alternative, f6, ;8124
base, f1, f2Alternative, f6, f9, ;8222,5
base, f1, f2Alternative, f6, f7, ;15525
base, f1, f2Alternative, f6, f7, f9, ;15623,5
base, f1, f2Alternative, f6, f8, ;8543
base, f1, f2Alternative, f6, f7, f8, ;15944,5
base, f1, f2Alternative, f6, f8, f9, ;8650,5
base, f1, f2Alternative, f6, f7, f8, f9, ;16046
base, f1, f2Alternative, f4, ;6872,5
base, f1, f2Alternative, f4, f9, ;6923,5
base, f1, f2Alternative, f4, f8, ;7095,5
base, f1, f2Alternative, f4, f8, f9, ;7144,5
base, f1, f2Alternative, f4, f6, ;8523
base, f1, f2Alternative, f4, f6, f8, ;8950
base, f1, f2Alternative, f4, f6, f9, ;8622,5
base, f1, f2Alternative, f4, f6, f8, f9, ;9044,5
base, f1, f2Alternative, f4, f7, ;9772,5
base, f1, f2Alternative, f4, f7, f9, ;9824
base, f1, f2Alternative, f4, f6, f7, ;17526,5
base, f1, f2Alternative, f4, f6, f7, f9, ;17625,5
base, f1, f2Alternative, f4, f7, f8, ;9993,5
base, f1, f2Alternative, f4, f6, f7, f8, ;17945
base, f1, f2Alternative, f4, f7, f8, f9, ;10043,5
base, f1, f2Alternative, f4, f6, f7, f8, f9, ;18053,5
base, f1, f2Alternative, f5, ;7273,5
base, f1, f2Alternative, f5, f9, ;7323
base, f1, f2Alternative, f5, f8, ;7493,5
base, f1, f2Alternative, f5, f8, f9, ;7543
base, f1, f2Alternative, f5, f7, ;10574
base, f1, f2Alternative, f5, f7, f8, ;10793,5
base, f1, f2Alternative, f5, f7, f9, ;10623
base, f1, f2Alternative, f5, f7, f8, f9, ;10844,5
base, f1, f2Alternative, f4, f5, ;7474
base, f1, f2Alternative, f4, f5, f9, ;7523,5
base, f1, f2Alternative, f4, f5, f7, ;11575
base, f1, f2Alternative, f4, f5, f7, f9, ;11623,5
base, f1, f2Alternative, f4, f5, f8, ;7693
base, f1, f2Alternative, f4, f5, f7, f8, ;11794,5
base, f1, f2Alternative, f4, f5, f8, f9, ;7744
base, f1, f2Alternative, f4, f5, f7, f8, f9, ;11844
base, f1, f2Alternative, f5, f6, ;9024
base, f1, f2Alternative, f5, f6, f9, ;9122,5
base, f1, f2Alternative, f5, f6, f8, ;9445
base, f1, f2Alternative, f5, f6, f8, f9, ;9544
base, f1, f2Alternative, f4, f5, f6, ;9423
base, f1, f2Alternative, f4, f5, f6, f8, ;9844
base, f1, f2Alternative, f4, f5, f6, f9, ;9522,5
base, f1, f2Alternative, f4, f5, f6, f8, f9, ;9942,5
base, f1, f2Alternative, f5, f6, f7, ;18825
base, f1, f2Alternative, f5, f6, f7, f9, ;18924,5
base, f1, f2Alternative, f4, f5, f6, f7, ;20827,5
base, f1, f2Alternative, f4, f5, f6, f7, f9, ;20927,5
base, f1, f2Alternative, f5, f6, f7, f8, ;19246,5
base, f1, f2Alternative, f4, f5, f6, f7, f8, ;21247,5
base, f1, f2Alternative, f5, f6, f7, f8, f9, ;19345
base, f1, f2Alternative, f4, f5, f6, f7, f8, f9, ;21350,5
base, f1, f3, ;6175
base, f1, f3, f9, ;6224
base, f1, f3, f8, ;6394,5
base, f1, f3, f8, f9, ;6445
base, f1, f3, f7, ;8274
base, f1, f3, f7, f8, ;8495,5
base, f1, f3, f7, f9, ;8327
base, f1, f3, f7, f8, f9, ;8543,5
base, f1, f3, f6, ;7624,5
base, f1, f3, f6, f9, ;7724,5
base, f1, f3, f6, f7, ;15031,5
base, f1, f3, f6, f7, f9, ;15125
base, f1, f3, f6, f8, ;8043,5
base, f1, f3, f6, f7, f8, ;15445
base, f1, f3, f6, f8, f9, ;8143
base, f1, f3, f6, f7, f8, f9, ;15550
base, f1, f3, f5, ;6773,5
base, f1, f3, f5, f9, ;6824
base, f1, f3, f5, f8, ;6993,5
base, f1, f3, f5, f8, f9, ;7043,5
base, f1, f3, f5, f6, ;8523
base, f1, f3, f5, f6, f8, ;8946
base, f1, f3, f5, f6, f9, ;8627
base, f1, f3, f5, f6, f8, f9, ;9043,5
base, f1, f3, f5, f7, ;10072,5
base, f1, f3, f5, f7, f9, ;10123
base, f1, f3, f5, f6, f7, ;18325,5
base, f1, f3, f5, f6, f7, f9, ;18428,5
base, f1, f3, f5, f7, f8, ;10294,5
base, f1, f3, f5, f6, f7, f8, ;18746
base, f1, f3, f5, f7, f8, f9, ;10343,5
base, f1, f3, f5, f6, f7, f8, f9, ;18844,5
base, f1, f2Alternative, f3, ;9839,5
base, f1, f2Alternative, f3, f9, ;9889
base, f1, f2Alternative, f3, f8, ;10059,5
base, f1, f2Alternative, f3, f8, f9, ;10110,5
base, f1, f2Alternative, f3, f7, ;11940,5
base, f1, f2Alternative, f3, f7, f8, ;12162,5
base, f1, f2Alternative, f3, f7, f9, ;11991
base, f1, f2Alternative, f3, f7, f8, f9, ;12209
base, f1, f2Alternative, f3, f5, ;10438,5
base, f1, f2Alternative, f3, f5, f9, ;10489
base, f1, f2Alternative, f3, f5, f7, ;13744
base, f1, f2Alternative, f3, f5, f7, f9, ;13790
base, f1, f2Alternative, f3, f5, f8, ;10661,5
base, f1, f2Alternative, f3, f5, f7, f8, ;13959
base, f1, f2Alternative, f3, f5, f8, f9, ;10710
base, f1, f2Alternative, f3, f5, f7, f8, f9, ;14013,5
base, f1, f2Alternative, f3, f6, ;12340
base, f1, f2Alternative, f3, f6, f9, ;12489
base, f1, f2Alternative, f3, f6, f8, ;12959
base, f1, f2Alternative, f3, f6, f8, f9, ;13110
base, f1, f2Alternative, f3, f5, f6, ;13545
base, f1, f2Alternative, f3, f5, f6, f8, ;14164
base, f1, f2Alternative, f3, f5, f6, f9, ;13690,5
base, f1, f2Alternative, f3, f5, f6, f8, f9, ;14313
base, f1, f2Alternative, f3, f6, f7, ;23452,5
base, f1, f2Alternative, f3, f6, f7, f9, ;23595,5
base, f1, f2Alternative, f3, f5, f6, f7, ;28242,5
base, f1, f2Alternative, f3, f5, f6, f7, f9, ;28392,5
base, f1, f2Alternative, f3, f6, f7, f8, ;24064,5
base, f1, f2Alternative, f3, f5, f6, f7, f8, ;28868
base, f1, f2Alternative, f3, f6, f7, f8, f9, ;24213,5
base, f1, f2Alternative, f3, f5, f6, f7, f8, f9, ;29015
base, f1, f3, f4, ;6373,5
base, f1, f3, f4, f9, ;6423
base, f1, f3, f4, f8, ;6596
base, f1, f3, f4, f8, f9, ;6643
base, f1, f3, f4, f7, ;9274,5
base, f1, f3, f4, f7, f8, ;9494
base, f1, f3, f4, f7, f9, ;9322,5
base, f1, f3, f4, f7, f8, f9, ;9548
base, f1, f3, f4, f6, ;8024
base, f1, f3, f4, f6, f9, ;8127,5
base, f1, f3, f4, f6, f7, ;17027,5
base, f1, f3, f4, f6, f7, f9, ;17125,5
base, f1, f3, f4, f6, f8, ;8452
base, f1, f3, f4, f6, f7, f8, ;17447,5
base, f1, f3, f4, f6, f8, f9, ;8544
base, f1, f3, f4, f6, f7, f8, f9, ;17548
base, f1, f2Alternative, f3, f4, ;10041
base, f1, f2Alternative, f3, f4, f9, ;10093,5
base, f1, f2Alternative, f3, f4, f8, ;10259,5
base, f1, f2Alternative, f3, f4, f8, f9, ;10309
base, f1, f2Alternative, f3, f4, f6, ;12940
base, f1, f2Alternative, f3, f4, f6, f8, ;13558,5
base, f1, f2Alternative, f3, f4, f6, f9, ;13094,5
base, f1, f2Alternative, f3, f4, f6, f8, f9, ;13712
base, f1, f2Alternative, f3, f4, f7, ;12942,5
base, f1, f2Alternative, f3, f4, f7, f9, ;12990,5
base, f1, f2Alternative, f3, f4, f6, f7, ;26447
base, f1, f2Alternative, f3, f4, f6, f7, f9, ;26593,5
base, f1, f2Alternative, f3, f4, f7, f8, ;13161,5
base, f1, f2Alternative, f3, f4, f6, f7, f8, ;27069,5
base, f1, f2Alternative, f3, f4, f7, f8, f9, ;13210
base, f1, f2Alternative, f3, f4, f6, f7, f8, f9, ;27213
base, f1, f3, f4, f5, ;6973
base, f1, f3, f4, f5, f9, ;7024
base, f1, f3, f4, f5, f8, ;7194
base, f1, f3, f4, f5, f8, f9, ;7243,5
base, f1, f3, f4, f5, f7, ;11073
base, f1, f3, f4, f5, f7, f8, ;11294,5
base, f1, f3, f4, f5, f7, f9, ;11123,5
base, f1, f3, f4, f5, f7, f8, f9, ;11348,5
base, f1, f2Alternative, f3, f4, f5, ;10640
base, f1, f2Alternative, f3, f4, f5, f9, ;10690
base, f1, f2Alternative, f3, f4, f5, f7, ;14740,5
base, f1, f2Alternative, f3, f4, f5, f7, f9, ;14789,5
base, f1, f2Alternative, f3, f4, f5, f8, ;10864,5
base, f1, f2Alternative, f3, f4, f5, f7, f8, ;14960,5
base, f1, f2Alternative, f3, f4, f5, f8, f9, ;10909,5
base, f1, f2Alternative, f3, f4, f5, f7, f8, f9, ;15008,5
base, f1, f3, f4, f5, f6, ;8923
base, f1, f3, f4, f5, f6, f9, ;9028
base, f1, f3, f4, f5, f6, f8, ;9343,5
base, f1, f3, f4, f5, f6, f8, f9, ;9443,5
base, f1, f2Alternative, f3, f4, f5, f6, ;14140
base, f1, f2Alternative, f3, f4, f5, f6, f8, ;14760,5
base, f1, f2Alternative, f3, f4, f5, f6, f9, ;14292,5
base, f1, f2Alternative, f3, f4, f5, f6, f8, f9, ;14910,5
base, f1, f3, f4, f5, f6, f7, ;20325,5
base, f1, f3, f4, f5, f6, f7, f9, ;20426,5
base, f1, f2Alternative, f3, f4, f5, f6, f7, ;31241,5
base, f1, f2Alternative, f3, f4, f5, f6, f7, f9, ;31394
base, f1, f3, f4, f5, f6, f7, f8, ;20746
base, f1, f2Alternative, f3, f4, f5, f6, f7, f8, ;31865,5
base, f1, f3, f4, f5, f6, f7, f8, f9, ;20850
base, f1, f2Alternative, f3, f4, f5, f6, f7, f8, f9, ;32013,5
base, f10, ;2587,5
base, f9, f10, ;2637,5
base, f8, f10, ;2808
base, f8, f9, f10, ;2863
base, f7, f10, ;4700,5
base, f7, f8, f10, ;4908,5
base, f7, f9, f10, ;4740
base, f7, f8, f9, f10, ;4957
base, f6, f10, ;2987
base, f6, f9, f10, ;3037,5
base, f6, f7, f10, ;6696
base, f6, f7, f9, f10, ;6737,5
base, f6, f8, f10, ;3207,5
base, f6, f7, f8, f10, ;6906,5
base, f6, f8, f9, f10, ;3259,5
base, f6, f7, f8, f9, f10, ;6958
base, f5, f10, ;3191
base, f5, f9, f10, ;3238
base, f5, f8, f10, ;3407
base, f5, f8, f9, f10, ;3456,5
base, f5, f6, f10, ;3588,5
base, f5, f6, f8, f10, ;3808,5
base, f5, f6, f9, f10, ;3638
base, f5, f6, f8, f9, f10, ;3857
base, f5, f7, f10, ;6488,5
base, f5, f7, f9, f10, ;6538
base, f5, f6, f7, f10, ;8488,5
base, f5, f6, f7, f9, f10, ;8538
base, f5, f7, f8, f10, ;6708
base, f5, f6, f7, f8, f10, ;8708
base, f5, f7, f8, f9, f10, ;6759
base, f5, f6, f7, f8, f9, f10, ;8758,5
base, f4, f10, ;2792,5
base, f4, f9, f10, ;2838,5
base, f4, f8, f10, ;3006,5
base, f4, f8, f9, f10, ;3057
base, f4, f7, f10, ;5688,5
base, f4, f7, f8, f10, ;5910
base, f4, f7, f9, f10, ;5741
base, f4, f7, f8, f9, f10, ;5958
base, f4, f5, f10, ;3387,5
base, f4, f5, f9, f10, ;3437,5
base, f4, f5, f7, f10, ;7489,5
base, f4, f5, f7, f9, f10, ;7538,5
base, f4, f5, f8, f10, ;3610,5
base, f4, f5, f7, f8, f10, ;7708
base, f4, f5, f8, f9, f10, ;3659,5
base, f4, f5, f7, f8, f9, f10, ;7759
base, f4, f6, f10, ;3187,5
base, f4, f6, f9, f10, ;3237,5
base, f4, f6, f8, f10, ;3407,5
base, f4, f6, f8, f9, f10, ;3457,5
base, f4, f5, f6, f10, ;3787
base, f4, f5, f6, f8, f10, ;4007
base, f4, f5, f6, f9, f10, ;3837,5
base, f4, f5, f6, f8, f9, f10, ;4057,5
base, f4, f6, f7, f10, ;7687,5
base, f4, f6, f7, f9, f10, ;7739
base, f4, f5, f6, f7, f10, ;9488
base, f4, f5, f6, f7, f9, f10, ;9543
base, f4, f6, f7, f8, f10, ;7907,5
base, f4, f5, f6, f7, f8, f10, ;9709,5
base, f4, f6, f7, f8, f9, f10, ;7959,5
base, f4, f5, f6, f7, f8, f9, f10, ;9758,5
base, f3, f10, ;5280
base, f3, f9, f10, ;5377,5
base, f3, f8, f10, ;5700,5
base, f3, f8, f9, f10, ;5802,5
base, f3, f7, f10, ;9480,5
base, f3, f7, f8, f10, ;9900
base, f3, f7, f9, f10, ;9579
base, f3, f7, f8, f9, f10, ;9998,5
base, f3, f6, f10, ;7208,5
base, f3, f6, f9, f10, ;7358,5
base, f3, f6, f7, f10, ;18311
base, f3, f6, f7, f9, f10, ;18461,5
base, f3, f6, f8, f10, ;7828
base, f3, f6, f7, f8, f10, ;18932,5
base, f3, f6, f8, f9, f10, ;7978,5
base, f3, f6, f7, f8, f9, f10, ;19080
base, f3, f4, f10, ;5677,5
base, f3, f4, f9, f10, ;5779
base, f3, f4, f8, f10, ;6098,5
base, f3, f4, f8, f9, f10, ;6198
base, f3, f4, f6, f10, ;7807,5
base, f3, f4, f6, f8, f10, ;8428,5
base, f3, f4, f6, f9, f10, ;7959
base, f3, f4, f6, f8, f9, f10, ;8578
base, f3, f4, f7, f10, ;11481
base, f3, f4, f7, f9, f10, ;11580
base, f3, f4, f6, f7, f10, ;21315
base, f3, f4, f6, f7, f9, f10, ;21461
base, f3, f4, f7, f8, f10, ;11900
base, f3, f4, f6, f7, f8, f10, ;21933,5
