0;base, ;2508;2508;0;0
2;base, f2, ;8619;8619;0;0
4;base, f4, ;2707,5;2707,5;0;0
6;base, f6, ;2907,5;2907,5;0;0
8;base, f8, ;2728;2728;0;0
10;base, f10, ;2587,5;2587,5;0;0
12;base, f7, f8, ;4827,5;4973;145,5;2,92579931630806
14;base, f7, f8, f9, ;4876,5;5051;174,5;3,45476143337953
16;base, f6, f7, ;5007;6767;1760;26,0085710063544
18;base, f6, f8, ;3127,5;3163;35,5;1,12235219728106
20;base, f6, f8, f9, ;3176,5;3226;49,5;1,53440793552387
22;base, f5, f9, ;3156;3210;54;1,6822429906542
24;base, f5, f8, f9, ;3376;3452;76;2,2016222479722
26;base, f5, f6, f8, ;3726,5;3795;68,5;1,80500658761528
28;base, f5, f6, f8, f9, ;3775,5;3850;74,5;1,93506493506493
30;base, f5, f7, f9, ;5255,5;6689;1433,5;21,4307071311108
32;base, f5, f6, f7, f9, ;5655;8709;3054;35,0671718911471
34;base, f5, f6, f7, f8, ;5826;8880,5;3054,5;34,395585834131
36;base, f5, f6, f7, f8, f9, ;5875;8950,5;3075,5;34,3612088710128
38;base, f4, f8, ;2927,5;2968;40,5;1,36455525606469
40;base, f4, f7, ;4807;5753;946;16,4435946462715
42;base, f4, f7, f9, ;4856;5823;967;16,6065601923407
44;base, f4, f5, ;3306,5;3358;51,5;1,53365098272782
46;base, f4, f5, f7, ;5406;7625;2219;29,1016393442623
48;base, f4, f5, f8, ;3526,5;3584;57,5;1,60435267857143
50;base, f4, f5, f8, f9, ;3575,5;3647;71,5;1,96051549218535
52;base, f4, f6, ;3107;3140;33;1,05095541401273
54;base, f4, f6, f8, ;3327;3374;47;1,39300533491405
56;base, f4, f5, f6, ;3706;3764;58;1,54091392136026
58;base, f4, f5, f6, f9, ;3755;3818;63;1,65007857517024
60;base, f4, f6, f7, ;5206,5;7788,5;2582;33,1514412274507
62;base, f4, f5, f6, f7, ;5805,5;9653;3847,5;39,8580752097793
64;base, f4, f6, f7, f8, ;5426,5;8022,5;2596;32,3589903396697
66;base, f4, f6, f7, f8, f9, ;5475,5;8085;2609,5;32,2758194186766
68;base, f3, f9, ;4666;4705,5;39,5;0,839443204760386
70;base, f3, f8, f9, ;4886;4947;61;1,23307054780675
72;base, f3, f7, f8, ;6936,5;7100;163,5;2,30281690140845
74;base, f3, f7, f8, f9, ;6985,5;7170;184,5;2,57322175732217
76;base, f3, f6, f9, ;5065,5;6250;1184,5;18,952
78;base, f3, f6, f7, f9, ;7165;13933;6768;48,5753247685351
80;base, f3, f6, f7, f8, ;7336;14245;6909;48,5012285012285
82;base, f3, f6, f7, f8, f9, ;7385;14370;6985;48,6082115518441
84;base, f3, f4, f9, ;4865,5;4908;42,5;0,865933170334145
86;base, f3, f4, f8, f9, ;5085,5;5158;72,5;1,40558355951919
88;base, f3, f4, f6, f8, ;5436;6960;1524;21,8965517241379
90;base, f3, f4, f6, f8, f9, ;5485;7084;1599;22,5719932241671
92;base, f3, f4, f7, f9, ;6965;7934,5;969,5;12,2187913542126
94;base, f3, f4, f6, f7, f9, ;7364,5;15961;8596,5;53,8594073053067
96;base, f3, f4, f6, f7, f8, ;7535,5;16273;8737,5;53,6932341916057
98;base, f3, f4, f6, f7, f8, f9, ;7584,5;16398;8813,5;53,7474082205147
100;base, f3, f5, f9, ;5265;5337;72;1,34907251264755
102;base, f3, f5, f8, f9, ;5485;5571;86;1,5437084903967
104;base, f3, f5, f7, f8, ;7535,5;8983,5;1448;16,1184393610508
106;base, f3, f5, f7, f8, f9, ;7584,5;9042;1457,5;16,1192214111922
